position_id,client_id,client_name,security_id,ticker,security_name,position_date,quantity,market_price,market_value,cost_basis,unrealised_pnl,currency,portfolio_id,region,sector,asset_class,custodian,source_system,validated,recon_status,days_since_update
POS-01280,CLT0003,SBI Life Insurance,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-11-06,91777,1527.48,140187531.96,137328258.31,2859273.65,INR,PORT-004,APAC,Pharma,Equity,Citi India,Charles River,True,Matched,4
POS-01281,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,2024-08-27,123326,1566.81,193228410.06,185586120.87,7642289.19,INR,PORT-035,EMEA,IT,Equity,Citi India,Bloomberg AIM,True,Pending,10
POS-01282,CLT0008,Nippon India MF,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-05-05,184503,1481.08,273263703.24,289991767.06,-16728063.82,INR,PORT-002,APAC,IT,Equity,Deutsche Bank,Charles River,True,Matched,8
POS-01283,CLT0001,Tata Investment Corp,INE009A01021,INFY,Infosys Ltd,2025-04-01,25007,1535.8,38405750.6,31806463.73,6599286.87,INR,PORT-002,APAC,IT,Equity,Axis Bank Custody,Simcorp,False,Matched,3
POS-01284,CLT0007,ICICI Prudential AMC,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-09-02,90815,1489.32,135252595.8,129791135.07,5461460.73,INR,PORT-021,APAC,Banking,Equity,HDFC Bank Custody,Simcorp,False,Break,8
POS-01285,CLT0001,Tata Investment Corp,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-04-10,11524,634.92,7316818.08,6502426.04,814392.04,INR,PORT-024,APAC,Metals,Equity,Deutsche Bank,In-house,True,Matched,0
POS-01286,CLT0005,Kotak Mahindra AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-01-14,169114,678.95,114819950.3,117193583.23,-2373632.93,INR,PORT-031,APAC,Metals,Equity,HDFC Bank Custody,Simcorp,True,Matched,4
POS-01287,CLT0004,HDFC Pension Fund,INE020B01018,NTPC,NTPC Ltd,2025-02-28,6229,388.06,2417225.74,2149617.42,267608.32,INR,PORT-029,APAC,Utilities,Equity,Deutsche Bank,Charles River,True,Matched,8
POS-01288,CLT0005,Kotak Mahindra AMC,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-12-13,30819,1173.77,36174417.63,36702237.54,-527819.91,INR,PORT-004,APAC,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,7
POS-01289,CLT0001,Tata Investment Corp,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-04-19,37712,2701.06,101862374.72,94353753.12,7508621.6,INR,PORT-022,APAC,Energy,Equity,HDFC Bank Custody,In-house,True,Matched,1
POS-01290,CLT0008,Nippon India MF,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-04-25,14470,291.27,4214676.9,3958699.66,255977.24,INR,PORT-013,APAC,Energy,Equity,Axis Bank Custody,In-house,True,Matched,6
POS-01291,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,2024-05-23,59417,3795.89,225540396.13,231204358.28,-5663962.15,INR,PORT-038,APAC,IT,Equity,HDFC Bank Custody,Charles River,True,Break,10
POS-01292,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,2024-08-03,191651,746.67,143100052.17,148692482.02,-5592429.85,INR,PORT-013,APAC,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,0
POS-01293,CLT0009,Emirates NBD Asset Mgmt,INE001A01036,SBIN,State Bank of India,2024-07-03,21820,780.14,17022654.8,17821339.05,-798684.25,INR,PORT-016,EMEA,Banking,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,9
POS-01294,CLT0006,LIC of India,INE154A01025,ITC,ITC Ltd,2025-01-10,140846,480.21,67635657.66,66198320.2,1437337.46,INR,PORT-018,APAC,FMCG,Equity,HDFC Bank Custody,Simcorp,True,Matched,3
POS-01295,CLT0004,HDFC Pension Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2025-03-03,18118,982.0,17791876.0,16949093.02,842782.98,INR,PORT-034,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,5
POS-01296,CLT0014,Temasek Holdings,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-05,41481,1746.83,72460255.23,57361774.22,15098481.01,INR,PORT-013,APAC,Banking,Equity,Deutsche Bank,In-house,False,Matched,9
POS-01297,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,2024-04-18,156227,452.87,70750521.49,75632768.57,-4882247.08,INR,PORT-048,APAC,FMCG,Equity,Deutsche Bank,In-house,True,Matched,10
POS-01298,CLT0015,Norges Bank Investment Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-08-10,156259,248.37,38810047.83,37272624.32,1537423.51,INR,PORT-008,EMEA,Energy,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,8
POS-01299,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,2025-02-24,5277,946.16,4992886.32,4793349.42,199536.9,INR,PORT-044,APAC,Banking,Equity,Citi India,Bloomberg AIM,True,Matched,3
POS-01300,CLT0014,Temasek Holdings,INE467B01029,TCS,Tata Consultancy Services,2024-06-07,116180,4159.23,483219341.4,453260759.12,29958582.28,INR,PORT-028,APAC,IT,Equity,Axis Bank Custody,Charles River,True,Matched,10
POS-01301,CLT0014,Temasek Holdings,INE585B01010,AXISBANK,Axis Bank Ltd,2025-03-18,162153,1110.09,180004423.77,151601508.36,28402915.41,INR,PORT-032,APAC,Banking,Equity,Deutsche Bank,Charles River,True,Pending,8
POS-01302,CLT0002,Aditya Birla Capital,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-03-22,48978,1511.02,74006737.56,58181002.35,15825735.21,INR,PORT-042,APAC,Telecom,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,7
POS-01303,CLT0014,Temasek Holdings,INE001A01036,SBIN,State Bank of India,2024-04-26,141982,715.05,101524229.1,108288346.9,-6764117.8,INR,PORT-012,APAC,Banking,Equity,Axis Bank Custody,In-house,False,Matched,10
POS-01304,CLT0010,Abu Dhabi Investment Auth,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-11-26,129219,643.1,83100738.9,84487830.08,-1387091.18,INR,PORT-047,EMEA,Metals,Equity,Deutsche Bank,Charles River,False,Matched,10
POS-01305,CLT0015,Norges Bank Investment Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-03-03,177083,1434.02,253940563.66,262098199.74,-8157636.08,INR,PORT-012,EMEA,IT,Equity,HDFC Bank Custody,Simcorp,True,Break,8
POS-01306,CLT0002,Aditya Birla Capital,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-04-26,102121,1754.57,179178442.97,155382669.13,23795773.84,INR,PORT-019,APAC,Pharma,Equity,Citi India,In-house,True,Pending,7
POS-01307,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-02-20,160964,3859.26,621201926.64,522742435.05,98459491.59,INR,PORT-043,APAC,Infrastructure,Equity,Axis Bank Custody,Bloomberg AIM,True,Break,5
POS-01308,CLT0001,Tata Investment Corp,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-03-20,66300,2603.32,172600116.0,162005779.42,10594336.58,INR,PORT-015,APAC,Conglomerate,Equity,HDFC Bank Custody,Simcorp,True,Matched,8
POS-01309,CLT0006,LIC of India,INE467B01029,TCS,Tata Consultancy Services,2024-09-18,149169,3968.88,592033860.72,577799879.42,14233981.3,INR,PORT-034,APAC,IT,Equity,Citi India,Simcorp,True,Matched,7
POS-01310,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-01-06,69485,7285.55,506236441.75,421423184.1,84813257.65,INR,PORT-002,APAC,NBFC,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,3
POS-01311,CLT0002,Aditya Birla Capital,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-06-02,18910,,,63421575.04,301342.96,INR,PORT-037,APAC,Infrastructure,Equity,Citi India,In-house,True,Break,3
POS-01312,CLT0009,Emirates NBD Asset Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-04-28,80626,1299.39,104764618.14,103756791.63,1007826.51,INR,PORT-022,EMEA,Banking,Equity,Axis Bank Custody,Simcorp,False,Pending,10
POS-01313,CLT0006,LIC of India,INE020B01018,NTPC,NTPC Ltd,2024-09-20,93438,325.52,30415937.76,30133960.97,281976.79,INR,PORT-010,APAC,Utilities,Equity,HDFC Bank Custody,In-house,True,Pending,10
POS-01314,CLT0010,Abu Dhabi Investment Auth,INE009A01021,INFY,Infosys Ltd,2024-10-01,86244,1534.5,132341418.0,109231326.77,23110091.23,INR,PORT-015,EMEA,IT,Equity,Axis Bank Custody,In-house,True,Matched,5
POS-01315,CLT0005,Kotak Mahindra AMC,INE001A01036,SBIN,State Bank of India,2024-08-10,37854,785.31,29727124.74,29920716.12,-193591.38,INR,PORT-014,APAC,Banking,Equity,Citi India,Charles River,True,Pending,2
POS-01316,CLT0009,Emirates NBD Asset Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-20,58937,7475.33,440573524.21,360752005.21,79821519.0,INR,PORT-040,EMEA,NBFC,Equity,Deutsche Bank,Charles River,False,Matched,4
POS-01317,CLT0003,SBI Life Insurance,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-10-08,100050,2765.96,276734298.0,252668008.38,24066289.62,INR,PORT-024,APAC,Energy,Equity,HDFC Bank Custody,Charles River,True,Matched,1
POS-01318,CLT0009,Emirates NBD Asset Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-11-27,26563,2852.49,75770691.87,72469668.67,3301023.2,INR,PORT-002,EMEA,Energy,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,8
POS-01319,CLT0008,Nippon India MF,INE075A01022,WIPRO,Wipro Ltd,2025-01-31,59595,518.76,30915502.2,31940976.95,-1025474.75,INR,PORT-003,APAC,IT,Equity,Deutsche Bank,Simcorp,True,Matched,10
POS-01320,CLT0012,Vanguard Emerging Markets,INE009A01021,INFY,Infosys Ltd,2024-03-14,53420,1576.73,84228916.6,67806247.15,16422669.45,INR,PORT-010,Americas,IT,Equity,HDFC Bank Custody,Simcorp,False,Matched,3
POS-01321,CLT0005,Kotak Mahindra AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-01-05,115275,253.21,29188782.75,26821728.1,2367054.65,INR,PORT-050,APAC,Energy,Equity,Deutsche Bank,Simcorp,True,Break,6
POS-01322,CLT0005,Kotak Mahindra AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-04-06,165745,7170.15,1188416511.75,1201440707.67,-13024195.92,INR,PORT-042,APAC,NBFC,Equity,Deutsche Bank,In-house,False,Matched,8
POS-01323,CLT0012,Vanguard Emerging Markets,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-10-16,118489,1754.54,207893690.06,192010608.89,15883081.17,INR,PORT-042,Americas,Banking,Equity,Axis Bank Custody,In-house,True,Matched,10
POS-01324,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-02-24,28046,277.5,7782765.0,7212729.26,570035.74,INR,PORT-012,Americas,Energy,Equity,Citi India,Simcorp,True,Matched,5
POS-01325,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-11-05,152938,13185.1,2016502823.8,1809389878.9,207112944.9,INR,PORT-032,APAC,Auto,Equity,Citi India,Charles River,False,Matched,3
POS-01326,CLT0005,Kotak Mahindra AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-04-30,53243,12476.85,664304924.55,594582862.14,69722062.41,INR,PORT-007,APAC,Auto,Equity,Deutsche Bank,In-house,True,Matched,10
POS-01327,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-02-16,86651,,,124139279.65,17089719.21,INR,PORT-049,EMEA,Banking,Equity,Citi India,Charles River,True,Matched,2
POS-01328,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-09-11,180853,1339.9,242324934.7,226961109.83,15363824.87,INR,PORT-019,APAC,Telecom,Equity,Axis Bank Custody,In-house,True,Matched,2
POS-01329,CLT0007,ICICI Prudential AMC,INE467B01029,TCS,Tata Consultancy Services,2024-06-01,4721,3935.92,18581478.32,19104532.2,-523053.88,INR,PORT-033,APAC,IT,Equity,Citi India,Simcorp,True,Matched,10
POS-01330,CLT0004,HDFC Pension Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2024-11-09,70367,340.82,23982480.94,21891396.12,2091084.82,INR,PORT-018,APAC,Utilities,Equity,Citi India,Charles River,True,Matched,5
POS-01331,CLT0003,SBI Life Insurance,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-05-29,28076,1457.24,40913470.24,39437292.83,1476177.41,INR,PORT-009,APAC,Telecom,Equity,Citi India,In-house,True,Pending,8
POS-01332,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-04-21,168959,3935.94,665012486.46,583105770.95,81906715.51,INR,PORT-006,APAC,Infrastructure,Equity,Axis Bank Custody,In-house,True,Matched,6
POS-01333,CLT0004,HDFC Pension Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-03-02,49357,2593.08,127986649.56,118334169.95,9652479.61,INR,PORT-042,APAC,Conglomerate,Equity,Citi India,Simcorp,True,Break,4
POS-01334,CLT0008,Nippon India MF,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-01-13,126104,1298.79,163782614.16,143597728.82,20184885.34,INR,PORT-015,APAC,Banking,Equity,Citi India,In-house,True,Pending,9
POS-01335,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-07-23,114583,3635.91,416613475.53,454858426.37,-38244950.84,INR,PORT-016,Americas,IT,Equity,Citi India,Bloomberg AIM,True,Matched,0
POS-01336,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-03-29,139605,2669.53,372679735.65,305513007.32,67166728.33,INR,PORT-050,EMEA,Conglomerate,Equity,HDFC Bank Custody,In-house,True,Matched,10
POS-01337,CLT0014,Temasek Holdings,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-04-04,110269,254.93,28110876.17,28305504.67,-194628.5,INR,PORT-030,APAC,Energy,Equity,HDFC Bank Custody,In-house,True,Matched,9
POS-01338,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-01-13,115262,623.02,71810531.24,78791392.31,-6980861.07,INR,PORT-023,APAC,Metals,Equity,Citi India,Charles River,True,Matched,6
POS-01339,CLT0006,LIC of India,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-05-30,1022,598.86,612034.92,664591.72,-52556.8,INR,PORT-030,APAC,Metals,Equity,Axis Bank Custody,Charles River,True,Matched,10
POS-01340,CLT0007,ICICI Prudential AMC,INE467B01029,TCS,Tata Consultancy Services,2025-04-09,108393,4205.68,455866272.24,443598090.08,12268182.16,INR,PORT-003,APAC,IT,Equity,Citi India,Charles River,True,Matched,6
POS-01341,CLT0011,BlackRock India Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2024-09-07,112403,1098.8,123508416.4,110414803.01,13093613.39,INR,PORT-040,Americas,Banking,Equity,Citi India,In-house,True,Matched,7
POS-01342,CLT0007,ICICI Prudential AMC,INE585B01010,AXISBANK,Axis Bank Ltd,2025-02-14,3507,948.88,3327722.16,3400860.56,-73138.4,INR,PORT-017,APAC,Banking,Equity,HDFC Bank Custody,Simcorp,True,Matched,8
POS-01343,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,2024-02-20,131704,1065.48,140327977.92,126323785.59,14004192.33,INR,PORT-010,APAC,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Break,7
POS-01344,CLT0001,Tata Investment Corp,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-11-24,130858,3637.86,476043083.88,468717171.9,7325911.98,INR,PORT-047,APAC,Infrastructure,Equity,Citi India,Bloomberg AIM,False,Matched,6
POS-01345,CLT0007,ICICI Prudential AMC,INE009A01021,INFY,Infosys Ltd,2025-03-30,112276,1409.25,158224953.0,162539169.22,-4314216.22,INR,PORT-009,APAC,IT,Equity,HDFC Bank Custody,Charles River,True,Pending,10
POS-01346,CLT0005,Kotak Mahindra AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-05-12,102195,1657.53,169391278.35,157119963.99,12271314.36,INR,PORT-031,APAC,Pharma,Equity,Deutsche Bank,In-house,True,Pending,6
POS-01347,CLT0008,Nippon India MF,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-04-21,14256,259.13,3694157.28,3679702.67,14454.61,INR,PORT-013,APAC,Energy,Equity,Axis Bank Custody,Charles River,False,Matched,8
POS-01348,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-03-01,163718,1259.32,206173351.76,188612175.36,17561176.4,INR,PORT-039,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Matched,8
POS-01349,CLT0008,Nippon India MF,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-05-31,116997,295.68,34593672.96,28175569.93,6418103.03,INR,PORT-021,APAC,Energy,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,7
POS-01350,CLT0012,Vanguard Emerging Markets,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-03-20,84894,2735.98,232268286.12,235672480.44,-3404194.32,INR,PORT-028,Americas,Energy,Equity,Deutsche Bank,In-house,True,Break,9
POS-01351,CLT0008,Nippon India MF,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-05-08,188415,13040.84,2457089868.6,2103386164.31,353703704.29,INR,PORT-039,APAC,Auto,Equity,HDFC Bank Custody,In-house,True,Matched,3
POS-01352,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-02-10,12563,3550.53,44605308.39,47464963.52,-2859655.13,INR,PORT-031,Americas,IT,Equity,Citi India,In-house,False,Matched,2
POS-01353,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2024-05-07,7025,535.43,3761395.75,3419274.59,342121.16,INR,PORT-050,APAC,IT,Equity,Axis Bank Custody,Charles River,True,Matched,5
POS-01354,CLT0003,SBI Life Insurance,INE001A01036,SBIN,State Bank of India,2024-06-08,37464,706.62,26472811.68,30638211.57,-4165399.89,INR,PORT-022,APAC,Banking,Equity,Citi India,Charles River,True,Matched,0
POS-01355,CLT0006,LIC of India,INE075A01022,WIPRO,Wipro Ltd,2024-11-27,68087,571.99,38945083.13,34180377.4,4764705.73,INR,PORT-007,APAC,IT,Equity,HDFC Bank Custody,Charles River,True,Matched,4
POS-01356,CLT0003,SBI Life Insurance,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-02-19,86835,280.51,24358085.85,21754946.98,2603138.87,INR,PORT-027,APAC,Energy,Equity,Axis Bank Custody,In-house,True,Matched,5
POS-01357,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-03-31,157639,2938.16,463168604.24,427817095.24,35351509.0,INR,PORT-040,APAC,Energy,Equity,Citi India,Simcorp,True,Matched,0
POS-01358,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-04-10,26538,6797.19,180383828.22,175431575.66,4952252.56,INR,PORT-020,Americas,NBFC,Equity,Axis Bank Custody,Charles River,True,Pending,8
POS-01359,CLT0010,Abu Dhabi Investment Auth,INE031A01017,POWERGRID,Power Grid Corp of India,2024-11-03,76531,312.03,23879967.93,24412484.49,-532516.56,INR,PORT-002,EMEA,Utilities,Equity,Citi India,Bloomberg AIM,True,Matched,7
POS-01360,CLT0001,Tata Investment Corp,INE009A01021,INFY,Infosys Ltd,2024-01-31,68094,1421.78,96814687.32,98901888.89,-2087201.57,INR,PORT-015,APAC,IT,Equity,Citi India,Simcorp,True,Pending,0
POS-01361,CLT0012,Vanguard Emerging Markets,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-08-27,140098,1501.03,210291300.94,186515158.54,23776142.4,INR,PORT-002,Americas,Telecom,Equity,Axis Bank Custody,Bloomberg AIM,True,Break,7
POS-01362,CLT0013,GIC Private Ltd Singapore,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-05-07,10247,3530.53,36177340.91,37349908.82,-1172567.91,INR,PORT-022,APAC,Infrastructure,Equity,HDFC Bank Custody,Simcorp,True,Matched,2
POS-01363,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,2024-04-27,168635,343.47,57921063.45,54735612.18,3185451.27,INR,PORT-047,APAC,Utilities,Equity,Citi India,Charles River,True,Matched,0
POS-01364,CLT0015,Norges Bank Investment Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-05-03,24197,1179.54,28541329.38,26493700.13,2047629.25,INR,PORT-050,EMEA,Banking,Equity,Citi India,Simcorp,True,Matched,0
POS-01365,CLT0013,GIC Private Ltd Singapore,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-02-20,35444,1349.89,47845501.16,37481351.07,10364150.09,INR,PORT-045,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,3
POS-01366,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,2024-02-04,147775,1047.03,154724858.25,141148365.85,13576492.4,INR,PORT-011,APAC,Banking,Equity,HDFC Bank Custody,Bloomberg AIM,False,Matched,4
POS-01367,CLT0008,Nippon India MF,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-09-06,83034,1489.57,123684955.38,114303926.77,9381028.61,INR,PORT-006,APAC,Telecom,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,7
POS-01368,CLT0014,Temasek Holdings,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-04-25,23095,6642.09,153399068.55,163295247.92,-9896179.37,INR,PORT-030,APAC,NBFC,Equity,Axis Bank Custody,Simcorp,False,Break,6
POS-01369,CLT0008,Nippon India MF,INE467B01029,TCS,Tata Consultancy Services,2024-06-16,72295,3566.03,257806138.85,252466412.55,5339726.3,INR,PORT-003,APAC,IT,Equity,HDFC Bank Custody,Simcorp,False,Matched,4
POS-01370,CLT0014,Temasek Holdings,INE467B01029,TCS,Tata Consultancy Services,2024-04-17,118188,3650.34,431426383.92,430032957.58,1393426.34,INR,PORT-032,APAC,IT,Equity,Deutsche Bank,Simcorp,True,Pending,2
POS-01371,CLT0004,HDFC Pension Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-04-12,188825,1448.35,273484688.75,258162055.02,15322633.73,INR,PORT-007,APAC,Telecom,Equity,Deutsche Bank,Bloomberg AIM,False,Matched,10
POS-01372,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,2024-04-13,34970,322.14,11265235.8,9697336.43,1567899.37,INR,PORT-005,APAC,Utilities,Equity,Axis Bank Custody,Charles River,False,Matched,10
POS-01373,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,2024-11-27,184033,708.48,130383699.84,133774852.64,-3391152.8,INR,PORT-002,APAC,Banking,Equity,Citi India,Charles River,True,Matched,6
POS-01374,CLT0009,Emirates NBD Asset Mgmt,INE154A01025,ITC,ITC Ltd,2024-05-20,120423,435.96,52499611.08,49145181.01,3354430.07,INR,PORT-024,EMEA,FMCG,Equity,HDFC Bank Custody,In-house,True,Pending,8
POS-01375,CLT0006,LIC of India,INE001A01036,SBIN,State Bank of India,2024-11-15,142784,761.85,108779990.4,97326767.91,11453222.49,INR,PORT-003,APAC,Banking,Equity,Axis Bank Custody,In-house,True,Matched,4
POS-01376,CLT0015,Norges Bank Investment Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-02-02,116144,1679.6,195075462.4,182365026.32,12710436.08,INR,PORT-048,EMEA,IT,Equity,HDFC Bank Custody,Charles River,True,Matched,6
POS-01377,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-02-05,91884,3963.83,364212555.72,344287161.44,19925394.28,INR,PORT-007,APAC,Infrastructure,Equity,HDFC Bank Custody,Simcorp,True,Matched,1
POS-01378,CLT0007,ICICI Prudential AMC,INE001A01036,SBIN,State Bank of India,2024-10-10,102903,775.62,79813624.86,78071113.74,1742511.12,INR,PORT-049,APAC,Banking,Equity,HDFC Bank Custody,Charles River,True,Matched,2
POS-01379,CLT0003,SBI Life Insurance,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-03-07,166146,3676.57,610847399.22,516508924.8,94338474.42,INR,PORT-011,APAC,Infrastructure,Equity,Axis Bank Custody,Simcorp,True,Matched,9
POS-01380,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-05-28,181091,1482.87,268534411.17,216127587.13,52406824.04,INR,PORT-033,APAC,Telecom,Equity,Deutsche Bank,Simcorp,True,Matched,5
POS-01381,CLT0009,Emirates NBD Asset Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-03-15,166216,3849.73,639886721.68,585300857.12,54585864.56,INR,PORT-020,EMEA,Infrastructure,Equity,Axis Bank Custody,In-house,True,Matched,9
POS-01382,CLT0010,Abu Dhabi Investment Auth,INE031A01017,POWERGRID,Power Grid Corp of India,2025-03-02,76149,322.66,24570236.34,24658266.95,-88030.61,INR,PORT-050,EMEA,Utilities,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,6
POS-01383,CLT0013,GIC Private Ltd Singapore,INE031A01017,POWERGRID,Power Grid Corp of India,2024-07-06,9660,319.48,3086176.8,2615962.97,470213.83,INR,PORT-044,APAC,Utilities,Equity,Axis Bank Custody,Bloomberg AIM,False,Matched,9
POS-01384,CLT0003,SBI Life Insurance,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-09-11,733,3018.24,2212369.92,1856745.46,355624.46,INR,PORT-035,APAC,Energy,Equity,HDFC Bank Custody,Simcorp,True,Matched,9
POS-01385,CLT0004,HDFC Pension Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2025-02-12,53673,1145.23,61467929.79,52961917.36,8506012.43,INR,PORT-023,APAC,Banking,Equity,Axis Bank Custody,In-house,True,Matched,8
POS-01386,CLT0002,Aditya Birla Capital,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-04-24,185385,1773.51,328782151.35,292689930.83,36092220.52,INR,PORT-041,APAC,Pharma,Equity,HDFC Bank Custody,Charles River,True,Matched,3
POS-01387,CLT0012,Vanguard Emerging Markets,INE154A01025,ITC,ITC Ltd,2024-10-14,94213,466.87,43985223.31,39516187.52,4469035.79,INR,PORT-042,Americas,FMCG,Equity,HDFC Bank Custody,Simcorp,True,Matched,7
POS-01388,CLT0003,SBI Life Insurance,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-12-09,36448,1140.1,41554364.8,39214455.83,2339908.97,INR,PORT-049,APAC,Banking,Equity,Deutsche Bank,Simcorp,True,Matched,8
POS-01389,CLT0001,Tata Investment Corp,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-01-22,38699,279.57,10819079.43,9034358.43,1784721.0,INR,PORT-044,APAC,Energy,Equity,HDFC Bank Custody,In-house,True,Matched,0
POS-01390,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,2024-09-05,65197,388.08,25301651.76,23921583.13,1380068.63,INR,PORT-032,APAC,Utilities,Equity,Axis Bank Custody,Bloomberg AIM,False,Matched,5
