perf_id,client_id,client_name,security_id,ticker,security_name,portfolio_id,performance_date,period,portfolio_return,benchmark_return,benchmark_name,alpha,sharpe_ratio,volatility,region,currency,validated,data_complete
PERF-00374,CLT0009,Emirates NBD Asset Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-017,2024-10-14,YTD,0.2172,-0.0057,NIFTY Energy,0.2229,1.88,0.2068,EMEA,INR,True,True
PERF-00375,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-011,2024-12-28,1M,0.2478,0.1346,NIFTY Energy,0.1132,2.171,0.1231,EMEA,INR,True,True
PERF-00376,CLT0009,Emirates NBD Asset Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-015,2024-11-03,1M,0.0893,-0.0573,NIFTY Financial Services,0.1466,1.843,0.2769,EMEA,INR,True,True
PERF-00377,CLT0006,LIC of India,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-040,2025-02-07,1D,0.2167,0.1716,NIFTY Bank,0.0451,0.697,0.2704,APAC,INR,False,True
PERF-00378,CLT0011,BlackRock India Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-009,2024-02-01,3M,0.2346,0.0774,NIFTY Financial Services,0.1572,-0.238,0.1332,Americas,INR,True,True
PERF-00379,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-026,2024-09-22,3M,-0.0818,-0.0115,NIFTY 500,-0.0703,0.299,0.1143,Americas,INR,True,True
PERF-00380,CLT0009,Emirates NBD Asset Mgmt,INE154A01025,ITC,ITC Ltd,PORT-038,2025-04-14,3M,-0.1165,-0.0414,NIFTY FMCG,-0.0751,0.3,0.0768,EMEA,INR,True,True
PERF-00381,CLT0013,GIC Private Ltd Singapore,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-026,2025-04-19,6M,-0.0705,0.1617,NIFTY Financial Services,-0.2322,1.702,0.1683,APAC,INR,True,True
PERF-00382,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,PORT-008,2024-01-21,1M,0.1427,0.0898,NIFTY Bank,0.0529,,0.253,APAC,INR,True,False
PERF-00383,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-012,2024-04-14,1W,-0.1022,0.1546,NIFTY Bank,-0.2568,2.044,0.1715,APAC,INR,True,True
PERF-00384,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-050,2025-02-21,YTD,-0.0723,0.0109,NIFTY Bank,-0.0832,0.106,0.3169,APAC,INR,True,True
PERF-00385,CLT0010,Abu Dhabi Investment Auth,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-001,2024-03-06,3M,0.1781,-0.0342,NIFTY Pharma,0.2123,1.265,0.2092,EMEA,INR,True,True
PERF-00386,CLT0013,GIC Private Ltd Singapore,INE154A01025,ITC,ITC Ltd,PORT-017,2024-12-07,1M,0.1155,0.0347,NIFTY FMCG,0.0808,0.905,0.2895,APAC,INR,True,True
PERF-00387,CLT0015,Norges Bank Investment Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-038,2024-03-02,1Y,0.1203,-0.085,NIFTY Bank,0.2053,-0.305,0.0589,EMEA,INR,True,True
PERF-00388,CLT0007,ICICI Prudential AMC,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-015,2024-01-21,1Y,0.0697,0.0308,NIFTY Infrastructure,0.0389,2.686,0.3452,APAC,INR,True,True
PERF-00389,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-027,2024-07-05,1Y,0.2312,0.1797,NIFTY Bank,0.0515,1.855,0.3321,APAC,INR,True,True
PERF-00390,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-002,2024-05-05,YTD,0.0057,0.0223,NIFTY Auto,-0.0166,1.937,0.0736,APAC,INR,True,True
PERF-00391,CLT0004,HDFC Pension Fund,INE075A01022,WIPRO,Wipro Ltd,PORT-032,2024-02-05,1W,-0.0781,-0.0935,NIFTY IT,0.0154,0.995,0.1349,APAC,INR,True,True
PERF-00392,CLT0009,Emirates NBD Asset Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-002,2024-02-14,1W,0.0144,0.1936,NIFTY Bank,-0.1792,2.036,0.1315,EMEA,INR,True,True
PERF-00393,CLT0003,SBI Life Insurance,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-001,2024-09-16,1M,0.1376,0.003,NIFTY Media,0.1346,-0.022,0.3178,APAC,INR,True,True
PERF-00394,CLT0011,BlackRock India Fund,INE467B01029,TCS,Tata Consultancy Services,PORT-015,2024-02-09,6M,0.1137,0.0576,NIFTY IT,0.0561,0.06,0.294,Americas,INR,False,True
PERF-00395,CLT0011,BlackRock India Fund,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-013,2024-07-12,YTD,0.0482,0.0039,NIFTY Bank,0.0443,2.102,0.3427,Americas,INR,True,True
PERF-00396,CLT0007,ICICI Prudential AMC,INE020B01018,NTPC,NTPC Ltd,PORT-004,2025-04-22,1D,0.1442,0.0593,NIFTY Infrastructure,0.0849,2.089,0.1126,APAC,INR,True,True
PERF-00397,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-018,2025-02-11,1W,0.0476,0.1542,NIFTY Metal,-0.1066,1.277,0.1525,APAC,INR,True,True
PERF-00398,CLT0006,LIC of India,INE075A01022,WIPRO,Wipro Ltd,PORT-049,2024-12-10,1M,0.0304,-0.0153,NIFTY IT,0.0457,2.233,0.1261,APAC,INR,True,True
PERF-00399,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-007,2024-09-19,1D,0.0657,0.0438,NIFTY Energy,0.0219,1.535,0.12,Americas,INR,True,True
PERF-00400,CLT0013,GIC Private Ltd Singapore,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-042,2024-05-24,1Y,0.1244,0.0366,NIFTY Energy,0.0878,0.424,0.2033,APAC,INR,True,True
PERF-00401,CLT0015,Norges Bank Investment Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-035,2024-03-02,1D,0.0584,0.149,NIFTY Energy,-0.0906,2.2,0.1906,EMEA,INR,True,True
PERF-00402,CLT0010,Abu Dhabi Investment Auth,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-024,2024-04-27,YTD,0.1138,0.118,NIFTY Bank,-0.0042,0.815,0.2788,EMEA,INR,False,True
PERF-00403,CLT0001,Tata Investment Corp,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-038,2025-03-17,6M,0.1529,-0.0244,NIFTY Energy,0.1773,0.339,0.3441,APAC,INR,True,True
PERF-00404,CLT0005,Kotak Mahindra AMC,INE001A01036,SBIN,State Bank of India,PORT-020,2025-01-12,1Y,0.1805,0.0577,NIFTY Bank,0.1228,0.19,0.2753,APAC,INR,True,True
PERF-00405,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-027,2024-01-05,1W,0.216,0.0101,NIFTY Metal,0.2059,0.381,0.287,Americas,INR,True,True
PERF-00406,CLT0008,Nippon India MF,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-029,2024-09-14,1Y,-0.1337,0.1342,NIFTY Media,-0.2679,1.828,0.3449,APAC,INR,True,True
PERF-00407,CLT0005,Kotak Mahindra AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-012,2024-06-27,1M,0.1649,0.0757,NIFTY Pharma,0.0892,1.531,0.1361,APAC,INR,True,True
PERF-00408,CLT0005,Kotak Mahindra AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-013,2024-06-16,1D,0.0787,-0.071,NIFTY 500,0.1497,2.212,0.0619,APAC,INR,True,True
PERF-00409,CLT0007,ICICI Prudential AMC,INE020B01018,NTPC,NTPC Ltd,PORT-025,2025-01-27,1D,0.0582,0.1423,NIFTY Infrastructure,-0.0841,1.424,0.1339,APAC,INR,True,True
PERF-00410,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,PORT-036,2024-09-12,1Y,-0.125,-0.0689,NIFTY Bank,-0.0561,1.084,0.1437,Americas,INR,False,True
PERF-00411,CLT0001,Tata Investment Corp,INE467B01029,TCS,Tata Consultancy Services,PORT-012,2024-06-16,YTD,0.0105,-0.0418,NIFTY IT,0.0523,0.468,0.1154,APAC,INR,False,True
PERF-00412,CLT0013,GIC Private Ltd Singapore,INE075A01022,WIPRO,Wipro Ltd,PORT-032,2024-06-23,6M,0.213,0.1203,NIFTY IT,0.0927,2.078,0.1511,APAC,INR,True,True
PERF-00413,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,PORT-050,2024-07-15,1D,0.0176,0.0381,NIFTY Infrastructure,-0.0205,0.266,0.0936,EMEA,INR,True,True
PERF-00414,CLT0005,Kotak Mahindra AMC,INE075A01022,WIPRO,Wipro Ltd,PORT-031,2024-06-13,6M,0.0747,-0.0754,NIFTY IT,0.1501,1.523,0.2022,APAC,INR,False,True
PERF-00415,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-039,2024-12-29,3M,-0.1095,0.1035,NIFTY Bank,-0.213,,0.2038,Americas,INR,True,False
PERF-00416,CLT0012,Vanguard Emerging Markets,INE020B01018,NTPC,NTPC Ltd,PORT-035,2024-08-02,6M,0.2267,0.1369,NIFTY Infrastructure,0.0898,1.71,0.2033,Americas,INR,False,True
PERF-00417,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,PORT-013,2024-01-15,1W,-0.0005,0.0256,NIFTY Infrastructure,-0.0261,1.916,0.2029,APAC,INR,True,True
PERF-00418,CLT0003,SBI Life Insurance,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-013,2025-04-18,1Y,0.0463,0.1881,NIFTY Bank,-0.1418,2.684,0.1968,APAC,INR,True,True
PERF-00419,CLT0012,Vanguard Emerging Markets,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-037,2024-12-31,3M,0.1373,-0.0692,NIFTY IT,0.2065,2.716,0.2343,Americas,INR,True,True
PERF-00420,CLT0002,Aditya Birla Capital,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-029,2024-09-14,3M,-0.0027,-0.0643,NIFTY 500,0.0616,1.13,0.0858,APAC,INR,True,True
PERF-00421,CLT0010,Abu Dhabi Investment Auth,INE001A01036,SBIN,State Bank of India,PORT-010,2025-05-12,1Y,-0.0707,-0.0849,NIFTY Bank,0.0142,2.075,0.1894,EMEA,INR,True,True
PERF-00422,CLT0002,Aditya Birla Capital,INE467B01029,TCS,Tata Consultancy Services,PORT-015,2024-09-22,1Y,0.1489,-0.0804,NIFTY IT,0.2293,2.002,0.2819,APAC,INR,False,True
PERF-00423,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-043,2025-03-04,6M,-0.0978,0.0923,NIFTY Bank,-0.1901,2.604,0.1174,APAC,INR,True,True
PERF-00424,CLT0012,Vanguard Emerging Markets,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-042,2024-10-17,1M,0.0358,0.0903,NIFTY IT,-0.0545,-0.287,0.3282,Americas,INR,True,True
PERF-00425,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,PORT-040,2025-04-22,YTD,,-0.0523,NIFTY Bank,,,0.1587,APAC,INR,True,False
PERF-00426,CLT0003,SBI Life Insurance,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-028,2024-09-14,3M,0.0481,0.1778,NIFTY Infrastructure,-0.1297,0.605,0.275,APAC,INR,True,True
PERF-00427,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-049,2024-02-09,6M,-0.0252,0.0028,NIFTY IT,-0.028,2.39,0.2517,EMEA,INR,True,True
PERF-00428,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-026,2025-03-30,1Y,-0.0689,-0.0389,NIFTY Financial Services,-0.03,0.561,0.0656,Americas,INR,True,True
PERF-00429,CLT0005,Kotak Mahindra AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-010,2024-05-26,1D,0.0748,0.1886,NIFTY Pharma,-0.1138,1.323,0.0921,APAC,INR,True,True
PERF-00430,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-031,2024-10-24,1Y,-0.1063,0.1864,NIFTY Energy,-0.2927,1.274,0.2951,EMEA,INR,True,True
PERF-00431,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-006,2024-09-28,YTD,0.1808,-0.051,NIFTY Bank,0.2318,0.087,0.2869,Americas,INR,True,True
PERF-00432,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-019,2024-01-15,3M,-0.1358,0.0725,NIFTY Metal,-0.2083,2.992,0.1618,APAC,INR,False,True
PERF-00433,CLT0011,BlackRock India Fund,INE009A01021,INFY,Infosys Ltd,PORT-010,2024-12-06,1M,0.1643,0.1615,NIFTY IT,0.0028,0.517,0.1883,Americas,INR,True,True
PERF-00434,CLT0003,SBI Life Insurance,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-023,2025-01-05,1M,0.2465,-0.0886,NIFTY Infrastructure,0.3351,0.785,0.1744,APAC,INR,True,True
PERF-00435,CLT0013,GIC Private Ltd Singapore,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-029,2024-09-10,1D,-0.1285,-0.0431,NIFTY Auto,-0.0854,-0.265,0.0653,APAC,INR,False,True
PERF-00436,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-033,2025-03-26,6M,-0.004,0.1331,NIFTY Energy,-0.1371,2.832,0.0887,Americas,INR,True,True
PERF-00437,CLT0009,Emirates NBD Asset Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-031,2024-05-10,1Y,0.1251,0.0377,NIFTY 500,0.0874,2.197,0.3028,EMEA,INR,True,True
PERF-00438,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-045,2025-03-13,1D,0.2232,0.0927,NIFTY IT,0.1305,2.012,0.1917,APAC,INR,True,True
PERF-00439,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,PORT-049,2024-10-13,1D,0.0451,-0.0013,NIFTY IT,0.0464,0.758,0.2269,EMEA,INR,True,True
PERF-00440,CLT0003,SBI Life Insurance,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-033,2024-04-30,1Y,0.0908,0.0399,NIFTY Auto,0.0509,1.12,0.2225,APAC,INR,True,True
PERF-00441,CLT0014,Temasek Holdings,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-001,2024-07-24,1D,0.2447,0.1633,NIFTY Energy,0.0814,2.4,0.1275,APAC,INR,True,True
PERF-00442,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,PORT-028,2024-10-19,6M,0.152,-0.0866,NIFTY IT,0.2386,0.687,0.2275,APAC,INR,True,True
PERF-00443,CLT0015,Norges Bank Investment Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-005,2024-08-15,1M,0.2186,0.1666,NIFTY Financial Services,0.052,0.981,0.1116,EMEA,INR,True,True
PERF-00444,CLT0013,GIC Private Ltd Singapore,INE154A01025,ITC,ITC Ltd,PORT-033,2025-03-16,1W,0.034,-0.012,NIFTY FMCG,0.046,1.061,0.2447,APAC,INR,True,True
PERF-00445,CLT0002,Aditya Birla Capital,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-006,2025-01-05,1W,,-0.0175,NIFTY Bank,,,0.1681,APAC,INR,True,False
PERF-00446,CLT0015,Norges Bank Investment Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-040,2024-07-27,1W,0.2116,0.1105,NIFTY Energy,0.1011,0.91,0.2264,EMEA,INR,False,True
PERF-00447,CLT0003,SBI Life Insurance,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-010,2024-01-27,YTD,0.2442,0.1975,NIFTY Media,0.0467,-0.144,0.2646,APAC,INR,True,True
PERF-00448,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-009,2024-01-16,6M,-0.0911,0.0776,NIFTY Auto,-0.1687,-0.117,0.2153,APAC,INR,True,True
PERF-00449,CLT0007,ICICI Prudential AMC,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-005,2024-12-18,1W,0.0583,-0.0011,NIFTY Infrastructure,0.0594,2.09,0.3278,APAC,INR,True,True
PERF-00450,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-034,2024-09-11,YTD,0.2134,0.1201,NIFTY Auto,0.0933,1.95,0.3204,APAC,INR,True,True
PERF-00451,CLT0015,Norges Bank Investment Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-014,2024-03-04,1W,0.0931,0.0495,NIFTY Infrastructure,0.0436,1.488,0.2864,EMEA,INR,True,True
PERF-00452,CLT0009,Emirates NBD Asset Mgmt,INE154A01025,ITC,ITC Ltd,PORT-046,2024-09-22,1Y,-0.0869,0.1287,NIFTY FMCG,-0.2156,2.449,0.1459,EMEA,INR,True,True
PERF-00453,CLT0015,Norges Bank Investment Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-019,2024-09-28,1D,0.0389,0.0117,NIFTY Financial Services,0.0272,2.29,0.1506,EMEA,INR,True,True
PERF-00454,CLT0006,LIC of India,INE001A01036,SBIN,State Bank of India,PORT-027,2024-04-08,YTD,-0.0768,0.1941,NIFTY Bank,-0.2709,1.669,0.2937,APAC,INR,True,True
PERF-00455,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,PORT-044,2024-11-24,1D,-0.0303,0.0842,NIFTY IT,-0.1145,-0.456,0.1909,Americas,INR,True,True
PERF-00456,CLT0008,Nippon India MF,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-014,2024-09-20,1Y,0.076,0.0487,NIFTY IT,0.0273,0.839,0.0531,APAC,INR,True,True
PERF-00457,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,PORT-032,2025-05-20,YTD,-0.0285,0.0494,NIFTY Bank,-0.0779,0.794,0.1898,APAC,INR,True,True
PERF-00458,CLT0015,Norges Bank Investment Mgmt,INE075A01022,WIPRO,Wipro Ltd,PORT-013,2024-07-22,3M,0.1896,0.1065,NIFTY IT,0.0831,0.015,0.1437,EMEA,INR,True,True
PERF-00459,CLT0012,Vanguard Emerging Markets,INE020B01018,NTPC,NTPC Ltd,PORT-038,2025-05-01,1M,-0.1018,0.1752,NIFTY Infrastructure,-0.277,2.775,0.137,Americas,INR,False,True
PERF-00460,CLT0007,ICICI Prudential AMC,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-007,2024-11-01,YTD,-0.0851,0.1626,NIFTY Bank,-0.2477,,0.0931,APAC,INR,True,False
PERF-00461,CLT0006,LIC of India,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-039,2024-04-30,3M,0.1955,0.1233,NIFTY Metal,0.0722,,0.3234,APAC,INR,True,False
PERF-00462,CLT0006,LIC of India,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-002,2024-04-30,3M,0.053,0.1353,NIFTY Infrastructure,-0.0823,1.822,0.0605,APAC,INR,True,True
PERF-00463,CLT0005,Kotak Mahindra AMC,INE020B01018,NTPC,NTPC Ltd,PORT-009,2024-10-10,3M,0.0799,0.15,NIFTY Infrastructure,-0.0701,2.428,0.3215,APAC,INR,True,True
PERF-00464,CLT0005,Kotak Mahindra AMC,INE154A01025,ITC,ITC Ltd,PORT-041,2024-07-22,6M,-0.1223,-0.0007,NIFTY FMCG,-0.1216,1.763,0.0835,APAC,INR,False,True
PERF-00465,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-021,2024-06-02,1D,0.1607,0.0827,NIFTY Pharma,0.078,2.291,0.3466,Americas,INR,True,True
PERF-00466,CLT0006,LIC of India,INE467B01029,TCS,Tata Consultancy Services,PORT-016,2024-10-26,1M,-0.0407,-0.0962,NIFTY IT,0.0555,0.969,0.2851,APAC,INR,True,True
PERF-00467,CLT0015,Norges Bank Investment Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-050,2024-07-16,6M,,0.097,NIFTY Energy,,,0.0797,EMEA,INR,True,False
PERF-00468,CLT0011,BlackRock India Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-030,2024-07-05,3M,-0.0521,-0.0552,NIFTY Infrastructure,0.0031,2.984,0.1286,Americas,INR,True,True
PERF-00469,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-005,2024-06-08,YTD,0.0394,0.0324,NIFTY IT,0.007,1.882,0.0852,EMEA,INR,True,True
PERF-00470,CLT0006,LIC of India,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-048,2025-04-28,1W,0.2448,-0.0808,NIFTY Pharma,0.3256,1.914,0.2268,APAC,INR,True,True
PERF-00471,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-003,2024-07-16,6M,0.1877,0.1505,NIFTY IT,0.0372,1.093,0.3045,APAC,INR,False,True
PERF-00472,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-046,2024-07-31,3M,0.0706,-0.0588,NIFTY IT,0.1294,2.056,0.1969,EMEA,INR,True,True
PERF-00473,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-004,2024-08-23,1Y,0.1792,0.0902,NIFTY IT,0.089,1.037,0.2581,EMEA,INR,True,True
PERF-00474,CLT0014,Temasek Holdings,INE020B01018,NTPC,NTPC Ltd,PORT-036,2024-10-08,1M,0.0127,0.0951,NIFTY Infrastructure,-0.0824,-0.149,0.29,APAC,INR,True,True
PERF-00475,CLT0012,Vanguard Emerging Markets,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-027,2025-03-09,1M,0.098,0.1796,NIFTY Bank,-0.0816,0.906,0.0565,Americas,INR,True,True
PERF-00476,CLT0003,SBI Life Insurance,INE020B01018,NTPC,NTPC Ltd,PORT-038,2024-11-11,1Y,0.2391,-0.0279,NIFTY Infrastructure,0.267,0.568,0.0747,APAC,INR,False,True
PERF-00477,CLT0014,Temasek Holdings,INE075A01022,WIPRO,Wipro Ltd,PORT-026,2024-09-14,1W,0.1306,0.1094,NIFTY IT,0.0212,2.026,0.2033,APAC,INR,True,True
PERF-00478,CLT0005,Kotak Mahindra AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-050,2025-01-22,6M,0.0885,0.0964,NIFTY Auto,-0.0079,-0.309,0.0724,APAC,INR,True,True
PERF-00479,CLT0003,SBI Life Insurance,INE075A01022,WIPRO,Wipro Ltd,PORT-045,2025-01-15,YTD,0.0223,0.0927,NIFTY IT,-0.0704,1.046,0.1024,APAC,INR,False,True
PERF-00480,CLT0006,LIC of India,INE075A01022,WIPRO,Wipro Ltd,PORT-034,2024-08-27,1D,0.0625,0.0273,NIFTY IT,0.0352,-0.054,0.0552,APAC,INR,True,True
PERF-00481,CLT0014,Temasek Holdings,INE154A01025,ITC,ITC Ltd,PORT-006,2024-06-16,6M,-0.0946,-0.0854,NIFTY FMCG,-0.0092,,0.2416,APAC,INR,False,False
PERF-00482,CLT0015,Norges Bank Investment Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-036,2024-01-09,1Y,0.0421,0.0575,NIFTY Bank,-0.0154,-0.286,0.2974,EMEA,INR,True,True
PERF-00483,CLT0002,Aditya Birla Capital,INE075A01022,WIPRO,Wipro Ltd,PORT-044,2024-03-10,YTD,-0.0444,-0.0404,NIFTY IT,-0.004,2.348,0.1551,APAC,INR,True,True
PERF-00484,CLT0001,Tata Investment Corp,INE467B01029,TCS,Tata Consultancy Services,PORT-012,2024-02-09,YTD,-0.1373,0.1408,NIFTY IT,-0.2781,-0.335,0.1544,APAC,INR,True,True
PERF-00485,CLT0015,Norges Bank Investment Mgmt,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-008,2024-10-22,1M,-0.118,0.0823,NIFTY Infrastructure,-0.2003,1.266,0.2032,EMEA,INR,True,True
PERF-00486,CLT0002,Aditya Birla Capital,INE467B01029,TCS,Tata Consultancy Services,PORT-021,2025-05-12,1D,0.1275,0.1511,NIFTY IT,-0.0236,1.824,0.1408,APAC,INR,True,True
PERF-00487,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,PORT-011,2025-03-13,6M,-0.0126,0.1517,NIFTY IT,-0.1643,1.095,0.2795,Americas,INR,True,True
PERF-00488,CLT0003,SBI Life Insurance,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-038,2024-07-21,3M,0.037,-0.0875,NIFTY Metal,0.1245,0.362,0.0525,APAC,INR,True,True
PERF-00489,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,PORT-007,2024-11-05,6M,0.2318,0.0479,NIFTY IT,0.1839,-0.174,0.1328,APAC,INR,True,True
PERF-00490,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,PORT-032,2024-07-14,1M,0.1317,0.0505,NIFTY IT,0.0812,2.131,0.0693,APAC,INR,True,True
PERF-00491,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-039,2025-02-10,1D,0.2377,0.0618,NIFTY IT,0.1759,2.358,0.1903,APAC,INR,False,True
PERF-00492,CLT0012,Vanguard Emerging Markets,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-040,2024-04-04,1Y,-0.0295,0.1602,NIFTY Auto,-0.1897,-0.304,0.105,Americas,INR,True,True
PERF-00493,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-050,2024-12-04,YTD,,0.0429,NIFTY Financial Services,,,0.2941,Americas,INR,False,False
PERF-00494,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,PORT-025,2024-04-08,YTD,-0.0076,0.0265,NIFTY Infrastructure,-0.0341,0.445,0.0605,EMEA,INR,True,True
PERF-00495,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-024,2025-04-26,1M,-0.0178,0.0658,NIFTY Energy,-0.0836,1.076,0.0755,EMEA,INR,False,True
PERF-00496,CLT0014,Temasek Holdings,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-009,2024-08-19,3M,-0.0057,0.0279,NIFTY 500,-0.0336,-0.25,0.3053,APAC,INR,True,True
PERF-00497,CLT0001,Tata Investment Corp,INE467B01029,TCS,Tata Consultancy Services,PORT-031,2024-05-25,1W,-0.081,0.1284,NIFTY IT,-0.2094,2.724,0.2702,APAC,INR,True,True
PERF-00498,CLT0009,Emirates NBD Asset Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-030,2024-03-14,6M,0.1937,-0.0804,NIFTY Media,0.2741,-0.426,0.2663,EMEA,INR,False,True
